Suburb/Town,Sports Played,Facility_Count,Lat,Long
 Cobram,Motor Cycling,1,-35.949855,145.697566
 Myrtleford,Motor Cycling,1,-36.541578,146.767051
Abbotsford,Australian Rules Football,1,-37.79858,144.996607
Abbotsford,Cricket,3,-37.795643,145.007718
Abbotsford,Golf,1,-37.795643,145.007718
Aberfeldie,Australian Rules Football,1,-37.755988,144.891501
Aberfeldie,Cricket,1,-37.755988,144.891501
Aberfeldie,Lawn Bowls,1,-37.755774,144.8927
Aberfeldie,Netball,1,-37.755988,144.891501
Aberfeldie,Tennis (Outdoor),1,-37.755988,144.891501
Aireys Inlet,Badminton,1,-38.456467,144.108365
Aireys Inlet,Basketball,1,-38.456467,144.108365
Aireys Inlet,Equestrian,1,-38.444098,144.099906
Aireys Inlet,Skating,1,-38.466196,144.098416
Aireys Inlet,Tennis (Outdoor),1,-38.456467,144.108365
Airleys Inlet,Skating ,1,-38.466196,144.098416
Airport West,Australian Rules Football,2,-37.722827,144.87705449999999
Airport West,Cricket,2,-37.722827,144.87705449999999
Airport West,Netball,1,-37.7318,144.884284
Airport West,Soccer (Indoor Soccer / Futsal),1,-37.715962,144.889
Airport West,Tennis (Outdoor),2,-37.72357,144.878141
Albanvale,Australian Rules Football,1,-37.745439,144.774144
Albanvale,Basketball,1,-37.745225,144.764751
Albanvale,Cricket,1,-37.745439,144.774144
Albert Park,Athletics,1,-37.840445,144.964961
Albert Park,Australian Rules Football,2,-37.8533095,144.975232
Albert Park,Badminton,1,-37.842948,144.960718
Albert Park,Baseball,1,-37.850701,144.970472
Albert Park,Basketball,1,-37.842948,144.960718
Albert Park,Cricket,4,-37.85065875,144.974656
Albert Park,Fitness / Gymnasium Workouts,1,-37.842948,144.960718
Albert Park,Golf,1,-37.847567,144.975537
Albert Park,Hockey,1,-37.850701,144.970472
Albert Park,Lacrosse,1,-37.845315,144.977688
Albert Park,Netball (Indoor),1,-37.850701,144.970472
Albert Park,Soccer,2,-37.845573,144.9677165
Albert Park,Soccer (Indoor Soccer / Futsal),1,-37.850701,144.970472
Albert Park,Squash / Racquetball,1,-37.842948,144.960718
Albert Park,Surf Life Saving,1,-37.847119,144.946524
Albert Park,Swimming,1,-37.842948,144.960718
Albert Park,Table Tennis,2,-37.844606999999996,144.96284550000001
Albert Park,Tennis (Outdoor),6,-37.84792183333334,144.971672
Albert Park,Touch Football,1,-37.850701,144.970472
Albert Park,Volleyball,1,-37.842948,144.960718
Albert Park ,Lawn Bowls,1,-37.839581,144.95372
Alberton West,Australian Rules Football,1,-38.603665,146.587473
Alberton West,Cricket,1,-38.603665,146.587473
Alberton West,Netball,1,-38.603665,146.587473
Albion,Australian Rules Football,1,-37.781765,144.814164
Albion,BMX,1,-37.770928,144.810941
Albion,Baseball,1,-37.781009,144.825909
Albion,Bocce,2,-37.770326999999995,144.80936300000002
Albion,Cricket,1,-37.781765,144.814164
Albion,Soccer,1,-37.770817,144.80674
Albion,Tennis (Outdoor),2,-37.781765,144.814164
Alexandra,Athletics,1,-37.187871,145.712598
Alexandra,Australian Rules Football,1,-37.185408,145.706495
Alexandra,BMX,1,-37.191764,145.7076
Alexandra,Basketball,1,-37.193387,145.700477
Alexandra,Cricket,3,-37.18861166666667,145.706474
Alexandra,Equestrian,1,-37.183186,145.712036
Alexandra,Fitness / Gymnasium Workouts,1,-37.193387,145.700477
Alexandra,Golf,1,-37.183321,145.716018
Alexandra,Lawn Bowls,1,-37.188859,145.711237
Alexandra,Netball,2,-37.1893975,145.703486
Alexandra,Skating,1,-37.191655,145.707648
Alexandra,Soccer,1,-37.187871,145.712598
Alexandra,Swimming,1,-37.188914,145.713059
Alexandra,Tennis (Outdoor),1,-37.188457,145.71565
Alfredton,Australian Rules Football,1,-37.555141,143.799882
Alfredton,Cricket,1,-37.555141,143.799882
Alfredton,Lawn Bowls,1,-37.554258,143.800463
Alfredton,Netball,1,-37.555141,143.799882
Alfredton,Soccer,1,-37.555141,143.799882
Alfredton,Tennis (Outdoor),1,-37.555141,143.799882
Allans Flat,Tennis (Outdoor),1,-36.276073,146.908388
Allansford,Australian Rules Football,1,-38.385157,142.598619
Allansford,Cricket,2,-38.385157,142.598619
Allansford,Netball,1,-38.385157,142.598619
Alphington,Australian Rules Football,1,-37.783779,145.029131
Alphington,Cricket,1,-37.783779,145.029131
Alphington,Lawn Bowls,1,-37.783779,145.029131
Alphington,Soccer,1,-37.783779,145.029131
Alphington ,Fitness / Gymnasium Workouts,1,-37.780993,145.031394
Altona,Athletics,1,-37.859713,144.82616
Altona,Australian Rules Football,1,-37.862122,144.826574
Altona,Baseball,1,-37.86073,144.780041
Altona,Cricket,6,-37.86097266666667,144.8251875
Altona,Fitness / Gymnasium Workouts,2,-37.8654525,144.830839
Altona,Golf,1,-37.873873,144.811386
Altona,Hockey,1,-37.862122,144.826574
Altona,Lacrosse,1,-37.842008,144.857751
Altona,Lawn Bowls,3,-37.86374333333333,144.8432333333333
Altona,Soccer,1,-37.842008,144.857751
Altona,Softball,1,-37.86073,144.780041
Altona,Surf Life Saving,1,-37.870694,144.830903
Altona,Swimming,1,-37.8655,144.831
Altona,Tennis (Outdoor),2,-37.862122,144.826574
Altona Meadows,Australian Rules Football,3,-37.87492233333333,144.77694833333334
Altona Meadows,Basketball,2,-37.882135500000004,144.7895785
Altona Meadows,Cricket,6,-37.87492233333333,144.77694833333334
Altona Meadows,Lawn Bowls,1,-37.865375,144.781073
Altona Meadows,Netball,2,-37.882135500000004,144.7895785
Altona Meadows,Netball (Indoor),1,-37.876617,144.797079
Altona Meadows,Rugby League,1,-37.87221,144.766738
Altona Meadows,Soccer,1,-37.864903,144.782029
Altona Meadows,Tennis (Outdoor),3,-37.87492233333333,144.77694833333334
Altona Meadows,Touch Football,1,-37.87221,144.766738
Altona North,AFL (Indoor),1,-37.833056,144.825247
Altona North,Australian Rules Football,1,-37.827492,144.833396
Altona North,Badminton,1,-37.840715,144.858582
Altona North,Beach Volleyball,1,-37.833056,144.825247
Altona North,Bocce,1,-37.833623,144.837453
Altona North,Cricket,4,-37.82969925,144.84097774999998
Altona North,Cricket (Indoor),1,-37.833056,144.825247
Altona North,Fitness / Gymnasium Workouts,6,-37.8332685,144.849794
Altona North,Golf,1,-37.842231,144.85907
Altona North,Lawn Bowls,1,-37.841808,144.859585
Altona North,Netball (Indoor),1,-37.833056,144.825247
Altona North,Rock Climbing / Abseiling (Indoor),1,-37.833056,144.825247
Altona North,Rugby Union,1,-37.836203,144.8517
Altona North,Soccer,2,-37.8371695,144.850259
Altona North,Soccer (Indoor Soccer / Futsal),1,-37.833056,144.825247
Altona North,Swimming,1,-37.839618,144.855755
Altona North,Ten Pin Bowling,1,-37.832222,144.861995
Altona North,Tennis (Indoor),1,-37.833056,144.825247
Alvie,Australian Rules Football,1,-38.242638,143.50924
Alvie,Cricket,1,-38.242638,143.50924
Alvie,Netball,1,-38.242638,143.50924
Amphitheatre,Cricket,1,-37.184543,143.398223
Amphitheatre,Tennis (Outdoor),1,-37.184543,143.398223
Anakie,Australian Rules Football,1,-37.916107,144.252609
Anakie,Cricket,1,-37.916107,144.252609
Anakie,Netball,1,-37.916107,144.252609
Anglesea,Australian Rules Football,1,-38.399002,144.201812
Anglesea,BMX,1,-38.397257,144.193873
Anglesea,Cricket,1,-38.399002,144.201812
Anglesea,Cycling,1,-38.397388,144.193981
Anglesea,Equestrian,1,-38.396374,144.185951
Anglesea,Golf,1,-38.405319,144.171487
Anglesea,Lawn Bowls,1,-38.405953,144.191236
Anglesea,Netball,1,-38.399002,144.201812
Anglesea,Sailing,1,-38.426909,144.178684
Anglesea,Surf Life Saving,1,-38.414794,144.185188
Anglesea,Tennis (Outdoor),2,-38.406049,144.191757
Apollo Bay,Australian Rules Football,1,-38.762937,143.667818
Apollo Bay,Cricket,1,-38.762937,143.667818
Apollo Bay,Equestrian,1,-38.764388,143.668828
Apollo Bay,Golf,1,-38.759467,143.672201
Apollo Bay,Lawn Bowls,1,-38.757111,143.667306
Apollo Bay,Netball,1,-38.762937,143.667818
Apollo Bay,Sailing,1,-38.759867,143.6755
Apollo Bay,Skating,1,-38.757987,143.671004
Apollo Bay,Surf Life Saving,1,-38.756059,143.669784
Apollo Bay,Tennis (Outdoor),2,-38.7583235,143.664666
Apsley,Australian Rules Football,1,-36.964899,141.083219
Apsley,Cricket,1,-36.964899,141.083219
Apsley,Golf,1,-36.978151,141.100331
Apsley,Netball,1,-36.964899,141.083219
Apsley,Tennis (Outdoor),1,-36.964899,141.083219
Ararat,Athletics,1,-37.290964,142.944466
Ararat,Australian Rules Football,2,-37.285189,142.9359635
Ararat,Badminton,1,-37.281984,142.92884
Ararat,Basketball,1,-37.28209,142.932911
Ararat,Cricket,4,-37.27918025,142.93698425
Ararat,Croquet,1,-37.282005,142.93149
Ararat,Cycling,6,-37.2641875,142.92964233333333
Ararat,Equestrian,1,-37.292104,142.935676
Ararat,Fitness / Gymnasium Workouts,1,-37.28209,142.932911
Ararat,Golf,2,-37.276107499999995,142.932021
Ararat,Hockey,1,-37.290964,142.944466
Ararat,Lawn Bowls,4,-37.276994,142.932988
Ararat,Netball,1,-37.279414,142.927461
Ararat,Netball (Indoor),1,-37.28209,142.932911
Ararat,Shooting Sports,1,-37.273998,142.950067
Ararat,Squash / Racquetball,1,-37.28209,142.932911
Ararat,Swimming,2,-37.28142,142.930894
Ararat,Table Tennis,1,-37.281984,142.92884
Ararat,Tennis (Outdoor),1,-37.277621,142.928738
Ararat ,Motor Cycling,1,-37.277696,142.993778
Ardeer,Basketball,1,-37.782572,144.805283
Ardeer,Soccer,1,-37.778452,144.806221
Ardmona,Australian Rules Football,1,-36.384564,145.299035
Ardmona,Cricket,1,-36.384564,145.299035
Ardmona,Netball,1,-36.384564,145.299035
Armadale,Australian Rules Football,1,-37.852653,145.012601
Armadale,Cricket,2,-37.8528675,145.013452
Armadale,Fitness / Gymnasium Workouts,1,-37.854622,145.012349
Armadale,Tennis (Outdoor),1,-37.85866,145.02348
Arthurs Creek  ,Cricket,1,-37.584637,145.205802
Ascot Vale,Aerobics,3,-37.77715733333333,144.918745
Ascot Vale,Australian Rules Football,1,-37.776707,144.907981
Ascot Vale,Cricket,2,-37.7753755,144.90298
Ascot Vale,Fitness / Gymnasium Workouts,5,-37.7763268,144.9226074
Ascot Vale,Golf,1,-37.776768,144.900966
Ascot Vale,Hockey,1,-37.776742,144.935917
Ascot Vale,Netball,1,-37.776768,144.900966
Ascot Vale,Soccer,1,-37.774044,144.897979
Ascot Vale,Swimming,1,-37.779307,144.912165
Ascot Vale,Tennis (Outdoor),1,-37.776768,144.900966
Ashburton,Aerobics,1,-37.866851,145.085201
Ashburton,Australian Rules Football,1,-37.869496,145.074431
Ashburton,Badminton,1,-37.866851,145.085201
Ashburton,Basketball,1,-37.866851,145.085201
Ashburton,Cricket,4,-37.86820925,145.0819475
Ashburton,Fitness / Gymnasium Workouts,2,-37.8651045,145.08333800000003
Ashburton,Lacrosse,1,-37.866851,145.085201
Ashburton,Lawn Bowls,1,-37.865266,145.085411
Ashburton,Skating,1,-37.87221,145.082091
Ashburton,Soccer,4,-37.86820925,145.0819475
Ashburton,Soccer (Indoor Soccer / Futsal),1,-37.866851,145.085201
Ashburton,Swimming,1,-37.866851,145.085201
Ashburton,Volleyball,1,-37.866851,145.085201
Ashwood,Australian Rules Football,1,-37.863979,145.113732
Ashwood,Boxing,1,-37.869427,145.109264
Ashwood,Callisthenics,1,-37.869427,145.109264
Ashwood,Cricket,4,-37.86432325,145.113012
Ashwood,Croquet,1,-37.869427,145.109264
Ashwood,Hockey,1,-37.867863,145.100938
Ashwood,Netball,1,-37.865999,145.106002
Ashwood,Rugby Union,1,-37.87079,145.09713
Ashwood,Soccer,3,-37.860565666666666,145.1125526666667
Aspendale,Australian Rules Football,1,-38.02203,145.102242
Aspendale,Cricket,1,-38.02203,145.102242
Aspendale,Surf Life Saving,1,-38.028058,145.100721
Aspendale,Tennis (Outdoor),1,-38.017166,145.102389
Aspendale ,Australian Rules Football,1,-38.031779,145.108827
Aspendale ,Cricket,1,-38.031779,145.108827
Aspendale ,Golf,1,-38.028738,145.106354
Aspendale ,Tennis (Outdoor),1,-38.031779,145.108827
Athlone,Cricket,1,-38.240848,145.77789
Avenel,Australian Rules Football,1,-36.901238,145.236618
Avenel,Cricket,1,-36.901238,145.236618
Avenel,Golf,1,-36.889556,145.227093
Avenel,Lawn Bowls,1,-36.893868,145.230845
Avenel,Netball,1,-36.901238,145.236618
Avenel,Swimming,1,-36.897147,145.230083
Avenel,Tennis (Outdoor),1,-36.897133,145.230931
Avoca,Australian Rules Football,1,-37.086447,143.469487
Avoca,Cricket,1,-37.086447,143.469487
Avoca,Golf,1,-37.094176,143.472105
Avoca,Lawn Bowls,1,-37.092271,143.47365
Avoca,Netball,1,-37.086447,143.469487
Avoca,Swimming,1,-37.091083,143.475855
Avoca,Tennis (Outdoor),2,-37.089092,143.471354
Avondale Heights,Australian Rules Football,1,-37.768483,144.870675
Avondale Heights,Cricket,2,-37.7655815,144.8646705
Avondale Heights,Soccer,2,-37.76268,144.858666
Avondale Heights,Tennis (Outdoor),1,-37.76268,144.858666
Avonsleigh,Australian Rules Football,1,-37.924098,145.463604
Avonsleigh,Cricket,1,-37.924098,145.463604
Avonsleigh,Netball,1,-37.924098,145.463604
Avonsleigh,Tennis (Outdoor),1,-37.924098,145.463604
Axedale,BMX,1,-36.787176,144.501875
Axedale,Golf,1,-36.791519,144.499651
Axedale,Skating,1,-36.787176,144.501875
Axedale,Tennis (Outdoor),1,-36.791519,144.499651
Bacchus Marsh,Athletics,1,-37.669583,144.443943
Bacchus Marsh,Australian Rules Football,2,-37.6693225,144.42968000000002
Bacchus Marsh,Badminton,1,-37.684258,144.431985
Bacchus Marsh,Baseball,1,-37.669583,144.443943
Bacchus Marsh,Basketball,1,-37.684258,144.431985
Bacchus Marsh,Cricket,3,-37.669409333333334,144.43443433333334
Bacchus Marsh,Equestrian,1,-37.698577,144.404617
Bacchus Marsh,Fitness / Gymnasium Workouts,1,-37.684258,144.431985
Bacchus Marsh,Golf,1,-37.693438,144.40807
Bacchus Marsh,Lawn Bowls,2,-37.676938,144.443554
Bacchus Marsh,Netball,1,-37.685878,144.434967
Bacchus Marsh,Netball (Indoor),1,-37.684258,144.431985
Bacchus Marsh,Soccer,1,-37.669583,144.443943
Bacchus Marsh,Soccer (Indoor Soccer / Futsal),1,-37.684258,144.431985
Bacchus Marsh,Swimming,1,-37.682282,144.434032
Bacchus Marsh,Tennis (Outdoor),1,-37.685878,144.434967
Bagshot,Cricket,1,-36.631698,144.100692
Bagshot,Tennis (Outdoor),1,-36.631698,144.100692
Bairnsdale,Athletics,1,-37.824827,147.644696
Bairnsdale,Australian Rules Football,2,-37.8291385,147.61628050000002
Bairnsdale,BMX,2,-37.8252665,147.62641150000002
Bairnsdale,Basketball,1,-37.826549,147.604779
Bairnsdale,Boxing,1,-37.832571,147.624434
Bairnsdale,Cricket,3,-37.82889466666666,147.61166633333335
Bairnsdale,Croquet,1,-37.823284,147.618016
Bairnsdale,Equestrian,2,-37.845828999999995,147.6025585
Bairnsdale,Fitness / Gymnasium Workouts,4,-37.8285065,147.617119
Bairnsdale,Golf,1,-37.801002,147.645942
Bairnsdale,Lawn Bowls,2,-37.824183500000004,147.6315295
Bairnsdale,Motor Cycling,1,-37.880607,147.57342
Bairnsdale,Motor Sports,1,-37.880945,147.57411
Bairnsdale,Netball,1,-37.832571,147.624434
Bairnsdale,Rowing,1,-37.824827,147.644696
Bairnsdale,Skating,1,-37.825983,147.637142
Bairnsdale,Soccer,1,-37.824827,147.644696
Bairnsdale,Swimming,2,-37.8249165,147.6113975
Bairnsdale,Tennis (Outdoor),2,-37.8240555,147.631356
Bairnsdale ,Shooting Sports,1,-37.879799,147.572411
Baker,Golf,1,-36.074615,141.586895
Ballan,Australian Rules Football,1,-37.603377,144.220894
Ballan,Cricket,1,-37.603377,144.220894
Ballan,Equestrian,1,-37.583916,144.179712
Ballan,Golf,1,-37.596946,144.225266
Ballan,Lawn Bowls,1,-37.603344,144.222421
Ballan,Netball,1,-37.603377,144.220894
Ballan,Skating,1,-37.603377,144.220894
Ballan,Swimming,1,-37.598149,144.229999
Ballan,Tennis (Outdoor),1,-37.603377,144.220894
Ballarat,Aerobics,3,-37.565081666666664,143.851271
Ballarat,Archery,1,-37.549886,143.817174
Ballarat,Athletics,1,-37.569035,143.866226
Ballarat,Australian Rules Football,5,-37.557810599999996,143.848931
Ballarat,BMX,2,-37.5636,143.82102
Ballarat,Baseball,2,-37.549886,143.817174
Ballarat,Basketball,1,-37.56538,143.862489
Ballarat,Cricket,6,-37.562853499999996,143.83981016666667
Ballarat,Croquet,2,-37.5576865,143.82854600000002
Ballarat,Cycling,2,-37.5636,143.82102
Ballarat,Equestrian,1,-37.5636,143.82102
Ballarat,Fitness / Gymnasium Workouts,5,-37.5585272,143.84828499999998
Ballarat,Golf,3,-37.54702733333333,143.85736133333333
Ballarat,Gymnastics,1,-37.551132,143.818928
Ballarat,Hockey,1,-37.549886,143.817174
Ballarat,Karate,1,-37.56538,143.862489
Ballarat,Lawn Bowls,10,-37.5571034,143.8626319
Ballarat,Motor Cycling,1,-37.631175,143.861506
Ballarat,Netball,3,-37.55506166666667,143.850501
Ballarat,Netball (Indoor),1,-37.567872,143.866464
Ballarat,Soccer,2,-37.5636,143.82102
Ballarat,Swimming,3,-37.556141000000004,143.86696633333335
Ballarat East,Australian Rules Football,2,-37.557584500000004,143.889248
Ballarat East,BMX,1,-37.566583,143.868055
Ballarat East,Basketball,1,-37.560242,143.892582
Ballarat East,Cricket,3,-37.56404966666667,143.887747
Ballarat East,Netball,1,-37.560242,143.892582
Ballarat East,Skating,1,-37.566583,143.868055
Ballarat East,Soccer,1,-37.555753,143.883908
Ballarat East,Soccer (Indoor Soccer / Futsal),1,-37.560242,143.892582
Ballarat East,Squash / Racquetball,1,-37.560242,143.892582
Ballarat East,Volleyball,1,-37.560242,143.892582
Ballarat North,Aerobics,2,-37.54291,143.857327
Ballarat North,Beach Volleyball,1,-37.542845,143.857234
Ballarat North,Boxing,1,-37.542919,143.857592
Ballarat North,Cricket (Indoor),1,-37.542845,143.857234
Ballarat North,Fitness / Gymnasium Workouts,2,-37.54291,143.857327
Ballarat North,Netball (Indoor),1,-37.542845,143.857234
Ballarat North,Soccer (Indoor Soccer / Futsal),2,-37.542845,143.857234
Ballarat North,Swimming,1,-37.540936,143.859342
Ballarat North,Ten Pin Bowling,1,-37.542732,143.858164
Balliang,Cycling,3,-37.809424,144.36308
Balmoral,Australian Rules Football,1,-37.244171,141.834981
Balmoral,Cricket,1,-37.244171,141.834981
Balmoral,Golf,1,-37.240902,141.872796
Balmoral,Lawn Bowls,1,-37.248496,141.841696
Balmoral,Swimming,1,-37.24556,141.838156
Balmoral,Tennis (Outdoor),1,-37.244171,141.834981
Balnarring,Australian Rules Football,1,-38.3624,145.11715
Balnarring,Cricket,1,-38.3624,145.11715
Balnarring,Equestrian,1,-38.348183,145.142374
Balnarring,Lawn Bowls,1,-38.377827,145.123586
Balnarring,Tennis (Outdoor),2,-38.377827,145.123586
Balnarring Beach,Sailing,1,-38.390672,145.127869
Balwyn,Aerobics,1,-37.811453,145.067857
Balwyn,Australian Rules Football,1,-37.814139,145.078117
Balwyn,Cricket,3,-37.81370066666667,145.07467866666664
Balwyn,Fitness / Gymnasium Workouts,1,-37.811453,145.067857
Balwyn,Soccer,1,-37.812824,145.067802
Balwyn,Tennis (Outdoor),2,-37.813481499999995,145.0729595
Balwyn North,Aerobics,2,-37.8027335,145.085722
Balwyn North,Australian Rules Football,4,-37.797424,145.08442100000002
Balwyn North,Badminton,1,-37.801945,145.08444
Balwyn North,Baseball,1,-37.7995,145.071152
Balwyn North,Basketball,2,-37.8027335,145.085722
Balwyn North,Cricket,8,-37.798837625,145.08133212500002
Balwyn North,Fitness / Gymnasium Workouts,3,-37.79906666666667,145.0886876666667
Balwyn North,Golf,1,-37.780748,145.073625
Balwyn North,Gymnastics,1,-37.801945,145.08444
Balwyn North,Lawn Bowls,1,-37.799894,145.07574
Balwyn North,Netball,1,-37.800369,145.074195
Balwyn North,Netball (Indoor),2,-37.8027335,145.085722
Balwyn North,Soccer,2,-37.800245000000004,145.078076
Balwyn North,Soccer (Indoor Soccer / Futsal),1,-37.803522,145.087004
Balwyn North,Swimming,1,-37.803522,145.087004
Balwyn North,Tennis (Outdoor),3,-37.79216,145.08369066666668
Bamawm,Australian Rules Football,1,-36.200615,144.618603
Bamawm,Badminton,1,-36.26296,144.588841
Bamawm,Basketball,1,-36.26296,144.588841
Bamawm,Cricket,2,-36.231498,144.60387250000002
Bamawm,Equestrian,1,-36.200615,144.618603
Bamawm,Golf,1,-36.300366,144.605857
Bamawm,Netball (Indoor),1,-36.26296,144.588841
Bamawm,Tennis (Indoor),1,-36.26296,144.588841
Bamawm,Tennis (Outdoor),1,-36.262381,144.589142
Bambra,Tennis (Outdoor),1,-38.366094,143.950046
Bangholme,Golf,1,-38.06692,145.179927
Bangholme,Lawn Bowls,1,-38.042307,145.2052
Bangholme,Soccer,1,-38.056917,145.209935
Bangholme,Water Skiing,1,-38.056399,145.149068
Bannockburn,Australian Rules Football,1,-38.04915,144.174004
Bannockburn,BMX,1,-38.04915,144.174004
Bannockburn,Badminton,2,-38.0440225,144.166305
Bannockburn,Basketball,2,-38.0440225,144.166305
Bannockburn,Carpet Bowls,2,-38.0440225,144.166305
Bannockburn,Cricket,1,-38.04915,144.174004
Bannockburn,Golf,1,-38.043618,144.131918
Bannockburn,Gymnastics,2,-38.0440225,144.166305
Bannockburn,Lawn Bowls,1,-38.051353,144.173704
Bannockburn,Netball,1,-38.04915,144.174004
Bannockburn,Netball (Indoor),2,-38.0440225,144.166305
Bannockburn,Skating,1,-38.04915,144.174004
Bannockburn,Soccer,1,-38.04915,144.174004
Bannockburn,Soccer (Indoor Soccer / Futsal),2,-38.0440225,144.166305
Bannockburn,Tennis (Outdoor),3,-38.046614,144.16983033333335
Banyena,Tennis (Outdoor),1,-36.571091,142.821113
Baranduda,Cricket,1,-36.177499,146.946697
Baranduda,Rugby League,1,-36.177499,146.946697
Baranduda,Skating,1,-36.177499,146.946697
Baranduda,Tennis (Outdoor),1,-36.177499,146.946697
Baringhup,Sailing,1,-36.994421,143.974076
Baringhup,Tennis (Outdoor),1,-36.984487,143.973709
Barinhup,Cricket,1,-36.982185,143.973357
Barmah,Equestrian,1,-36.005494,144.97132
Barnawartha,Australian Rules Football,1,-36.103814,146.670791
Barnawartha,Cricket,1,-36.103814,146.670791
Barnawartha,Cycling,1,-36.105253,146.67397
Barnawartha,Golf,1,-36.10334,146.668913
Barongarook,Motor Cycling,1,-38.44266,143.630269
Barongarook,Tennis (Outdoor),1,-38.420858,143.608137
Barrabool,Motor Cycling,1,-38.160713,144.209162
Barunah Park,Tennis (Outdoor),1,-38.021781,143.855125
Barwon Downs,Tennis (Outdoor),1,-38.469286,143.759189
Barwon Heads,Athletics,1,-38.273168,144.493427
Barwon Heads,Australian Rules Football,1,-38.273168,144.493427
Barwon Heads,Boxing,1,-38.279033,144.492677
Barwon Heads,Cricket,1,-38.273168,144.493427
Barwon Heads,Equestrian,2,-38.273168,144.493427
Barwon Heads,Fitness / Gymnasium Workouts,3,-38.27403733333333,144.491609
Barwon Heads,Golf,2,-38.276645,144.4706275
Barwon Heads,Lawn Bowls,1,-38.273168,144.493427
Barwon Heads,Soccer,1,-38.273168,144.493427
Barwon Heads,Surf Life Saving,1,-38.284938,144.465284
Barwon Heads,Tennis (Outdoor),1,-38.273168,144.493427
Bass,Australian Rules Football,1,-38.480834,145.470741
Bass,Cricket,1,-38.480834,145.470741
Bass,Netball,1,-38.480834,145.470741
Batesford,Motor Sports,1,-38.094495,144.297627
Batesford,Soccer,1,-38.094495,144.297627
Batesford,Tennis (Outdoor),1,-38.089266,144.285672
Bayswater,Aerobics,1,-37.835821,145.271935
Bayswater,Australian Rules Football,1,-37.837551,145.269533
Bayswater,Basketball,1,-37.845958,145.271516
Bayswater,Cricket,4,-37.84380525,145.26038925
Bayswater,Fitness / Gymnasium Workouts,5,-37.840646,145.2644004
Bayswater,Gymnastics,1,-37.842391,145.241647
Bayswater,Lawn Bowls,2,-37.8483145,145.25304699999998
Bayswater,Martial Arts,1,-37.845,145.2725
Bayswater,Netball,1,-37.837551,145.269533
Bayswater,Rugby Union,1,-37.852554,145.256868
Bayswater,Soccer,2,-37.850373,145.2549035
Bayswater,Soccer (Indoor Soccer / Futsal),1,-37.845958,145.271516
Bayswater,Squash / Racquetball,1,-37.84025,145.265138
Bayswater,Tennis (Outdoor),2,-37.8510085,145.2577135
Bayswater,Volleyball,1,-37.845958,145.271516
Bayswater North,BMX,1,-37.830778,145.29473
Bayswater North,Cricket,2,-37.832772500000004,145.28429749999998
Bayswater North,Cycling,1,-37.8127,145.3025
Bayswater North,Tennis (Outdoor),2,-37.832772500000004,145.28429749999998
Beaconsfield,Australian Rules Football,3,-38.043824666666666,145.37305633333335
Beaconsfield,BMX,1,-38.04427,145.372068
Beaconsfield,Cricket,3,-38.043824666666666,145.37305633333335
Beaconsfield,Netball,1,-38.037621,145.373588
Beaconsfield,Shooting Sports,1,-38.057436,145.375496
Beaconsfield,Tennis (Outdoor),4,-38.041316,145.367486
Bealiba,Australian Rules Football,1,-36.792731,143.549039
Bealiba,Equestrian,1,-36.792731,143.549039
Bealiba,Tennis (Outdoor),1,-36.788068,143.552968
Bearii,Cricket,1,-35.927327,145.234063
Bearii,Tennis (Outdoor),1,-35.927327,145.234063
Bears Lagoon,Tennis (Outdoor),1,-36.332419,143.974154
Beauchamp,Tennis (Outdoor),1,-35.612593,143.598219
Beaufort,Australian Rules Football,1,-37.440077,143.381323
Beaufort,Carpet Bowls,1,-37.437786,143.377437
Beaufort,Cricket,1,-37.440077,143.381323
Beaufort,Golf,1,-37.437786,143.377437
Beaufort,Lawn Bowls,1,-37.437786,143.377437
Beaufort,Netball,1,-37.440077,143.381323
Beaufort,Swimming,1,-37.432352,143.385745
Beaufort,Table Tennis,1,-37.428655,143.384154
Beaufort,Tennis (Outdoor),1,-37.440077,143.381323
Beaumaris,Australian Rules Football,2,-37.984264499999995,145.0341185
Beaumaris,Cricket,4,-37.98208125,145.0338975
Beaumaris,Fitness / Gymnasium Workouts,2,-37.9855245,145.0351425
Beaumaris,Lawn Bowls,1,-37.991231,145.038711
Beaumaris,Sailing,2,-37.989981,145.035713
Beaumaris,Soccer,2,-37.979898000000006,145.0336765
Beaumaris,Tennis (Outdoor),5,-37.9858802,145.0394678
Beaumoris,Surf Life Saving,1,-37.994447,145.032701
Beeac,Australian Rules Football,1,-38.193755,143.645277
Beeac,Cricket,1,-38.193755,143.645277
Beeac,Cycling,1,-38.1937,143.63867
Beeac,Golf,1,-38.194494,143.658875
Beeac,Tennis (Outdoor),1,-38.193755,143.645277
Beech Forest,Cricket,1,-38.629738,143.571339
Beechworth,Australian Rules Football,1,-36.349931,146.696897
Beechworth,Croquet,1,-36.361589,146.688158
Beechworth,Fitness / Gymnasium Workouts,1,-36.366693,146.682768
Beechworth,Golf,1,-36.349931,146.696897
Beechworth,Lawn Bowls,1,-36.361589,146.688158
Beechworth,Netball,1,-36.349931,146.696897
Beechworth,Skating,1,-36.362865,146.687243
Beechworth,Squash / Racquetball,1,-36.366693,146.682768
Beechworth,Swimming,1,-36.362865,146.687243
Beechworth,Tennis (Outdoor),1,-36.360758,146.689218
Belbridge,Cycling,1,-36.101438,147.05996
Belgrave,Australian Rules Football,1,-37.91574,145.34486
Belgrave,Cricket,1,-37.91574,145.34486
Belgrave,Swimming,1,-37.914008,145.353984
